Name,Region,Hoehenlage,Saisonzeit,Land,Piste,Pistenlaenge,Pistenfarbe,Pistenkapazitaet,Unterkunft,UnterkunftTyp,UnterkunftBetten,Schule,SchulSchwerpunkt,SchulZielgruppe
Niseko United,Hokkaido,1200,Winter,Japan,Super Course,2.1,schwarz,36,Sapporo Ski Apartments,Ferienwohnung,35,Alpine Glide Academy,Snowboard,Fortgeschrittene
Timberline Lodge,Oregon,2631,ganzjährig,USA,Palmer,4.0,rot,76,Cascade Lodge,Ferienwohnung,40,Boarding Skills Academy,Snowboard,Anfänger
St. Anton am Arlberg,Tirol,2811,Winter,Österreich,Valluga Run,10.2,schwarz,215,Zillertal Ferienhaus,Ferienwohnung,70,Peak Performance Snowboard,Snowboard,Profis
Banff/Lake Louise,Alberta,2730,Winter,Kanada,Summit Run,6.2,rot,123,Banff Mountain Chalet,Chalet,60,Ski Peak Academy,Ski,Anfänger
Cortina d'Ampezzo,Dolomiten,2930,Winter,Italien,Olympia,7.2,schwarz,194,Mountain Vista Lodge,Ferienwohnung,50,Alpine Snow Riders,Ski,Anfänger
Whakapapa,Ruapehu,2322,ganzjährig,Neuseeland,The Pinnacles,2.8,schwarz,73,Ruapehu Retreat,Ferienwohnung,30,Riders Edge Snowboard School,Snowboard,Fortgeschrittene
Aspen Snowmass,Colorado,3813,Winter,USA,Long Shot,8.3,rot,156,Rocky Ridge Retreat,Ferienwohnung,60,Peak Shred Academy,Snowboard,Anfänger
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Savoie Apartments,Ferienwohnung,45,Mountain Stars Ski School,Ski,Profis
Zermatt (Matterhorn),Wallis,3899,Winter,Schweiz,Theodul Glacier,7.5,rot,168,Swiss Alp Lodge,Ferienwohnung,55,Snowboard Pros Academy,Snowboard,Anfänger
Timberline Lodge,Oregon,2631,ganzjährig,USA,Palmer,4.0,rot,76,Cascade Lodge,Ferienwohnung,40,Ski Bound Academy,Ski,Anfänger
Whakapapa,Ruapehu,2322,ganzjährig,Neuseeland,The Pinnacles,2.8,schwarz,73,Ruapehu Retreat,Ferienwohnung,30,Winter Warriors Snowboard,Snowboard,Fortgeschrittene
Banff/Lake Louise,Alberta,2730,Winter,Kanada,Summit Run,6.2,rot,123,Banff Mountain Chalet,Chalet,60,Ski Vision Academy,Ski,Profis
St. Anton am Arlberg,Tirol,2811,Winter,Österreich,Valluga Run,10.2,schwarz,215,Zillertal Ferienhaus,Ferienwohnung,70,Rider’s Edge Ski School,Ski,Fortgeschrittene
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Savoie Apartments,Ferienwohnung,45,Snowboard Summit,Snowboard,Profis
Whistler Blackcomb,British Columbia,2436,Winter,Kanada,Peak to Creek,11.0,rot,238,Evergreen Escape,Ferienwohnung,50,Summit Riders Ski School,Ski,Fortgeschrittene
Banff/Lake Louise,Alberta,2730,Winter,Kanada,Summit Run,6.2,rot,123,Banff Mountain Chalet,Chalet,60,Alpine Action,Ski,Anfänger
Park City,Utah,3049,Winter,USA,Jupiter Bowl,2.2,schwarz,50,Alpine Getaway,Ferienwohnung,45,Snowboarders Paradise,Snowboard,Profis
Hintertuxer Gletscher,Tirol,3250,ganzjährig,Österreich,Gefrorene Wand,5.8,schwarz,134,Zillertal Ferienhaus,Ferienwohnung,70,Powder School,Ski,Fortgeschrittene
Verbier,Wallis,3330,Winter,Schweiz,Mont Fort,5.1,schwarz,129,Swiss Alp Lodge,Ferienwohnung,55,Freestyle Factory,Snowboard,Fortgeschrittene
Verbier,Wallis,3330,Winter,Schweiz,Mont Fort,5.1,schwarz,129,Swiss Alp Lodge,Ferienwohnung,55,Ski Masters,Ski,Profis
Verbier,Wallis,3330,Winter,Schweiz,Mont Fort,5.1,schwarz,129,Swiss Alp Lodge,Ferienwohnung,55,The Ski Lab,Ski,Fortgeschrittene
Hintertuxer Gletscher,Tirol,3250,ganzjährig,Österreich,Gefrorene Wand,5.8,schwarz,134,Zillertal Ferienhaus,Ferienwohnung,70,The Snowboard Institute,Snowboard,Fortgeschrittene
Verbier,Wallis,3330,Winter,Schweiz,Mont Fort,5.1,schwarz,129,Swiss Alp Lodge,Ferienwohnung,55,Snow Academy,Ski,Fortgeschrittene
Hintertuxer Gletscher,Tirol,3250,ganzjährig,Österreich,Gefrorene Wand,5.8,schwarz,134,Zillertal Ferienhaus,Ferienwohnung,70,Riders’ Retreat,Snowboard,Anfänger
Verbier,Wallis,3330,Winter,Schweiz,Mont Fort,5.1,schwarz,129,Swiss Alp Lodge,Ferienwohnung,55,Freestyle Freaks,Snowboard,Profis
Hintertuxer Gletscher,Tirol,3250,ganzjährig,Österreich,Gefrorene Wand,5.8,schwarz,134,Zillertal Ferienhaus,Ferienwohnung,70,Summit Ski and Snowboard,Ski,Fortgeschrittene
Verbier,Wallis,3330,Winter,Schweiz,Mont Fort,5.1,schwarz,129,Swiss Alp Lodge,Ferienwohnung,55,Altitude Ski Academy,Ski,Anfänger
Hintertuxer Gletscher,Tirol,3250,ganzjährig,Österreich,Gefrorene Wand,5.8,schwarz,134,Zillertal Ferienhaus,Ferienwohnung,70,Peak Performance Snowboard,Snowboard,Profis
Verbier,Wallis,3330,Winter,Schweiz,Mont Fort,5.1,schwarz,129,Swiss Alp Lodge,Ferienwohnung,55,Snowboard Pros Academy,Snowboard,Anfänger
Hintertuxer Gletscher,Tirol,3250,ganzjährig,Österreich,Gefrorene Wand,5.8,schwarz,134,Zillertal Ferienhaus,Ferienwohnung,70,Rider’s Edge Ski School,Ski,Fortgeschrittene
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Matterhorn Glacier,7.8,rot,190,Swiss Alp Lodge,Ferienwohnung,55,Freestyle Factory,Snowboard,Fortgeschrittene
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Matterhorn Glacier,7.8,rot,190,Swiss Alp Lodge,Ferienwohnung,55,Ski Masters,Ski,Profis
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Matterhorn Glacier,7.8,rot,190,Swiss Alp Lodge,Ferienwohnung,55,The Ski Lab,Ski,Fortgeschrittene
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Matterhorn Glacier,7.8,rot,190,Swiss Alp Lodge,Ferienwohnung,55,Snow Academy,Ski,Fortgeschrittene
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Matterhorn Glacier,7.8,rot,190,Swiss Alp Lodge,Ferienwohnung,55,Freestyle Freaks,Snowboard,Profis
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Matterhorn Glacier,7.8,rot,190,Swiss Alp Lodge,Ferienwohnung,55,Altitude Ski Academy,Ski,Anfänger
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Matterhorn Glacier,7.8,rot,190,Swiss Alp Lodge,Ferienwohnung,55,Snowboard Pros Academy,Snowboard,Anfänger
Whistler Blackcomb,British Columbia,2436,Winter,Kanada,Peak to Creek,11.0,rot,238,Pine Ridge Inn,Hotel,80,Alpine Action,Ski,Anfänger
Timberline Lodge,Oregon,2631,ganzjährig,USA,Palmer,4.0,rot,76,Timberline Hotel,Hotel,130,Snowboarders Paradise,Snowboard,Profis
St. Anton am Arlberg,Tirol,2811,Winter,Österreich,Valluga Run,10.2,schwarz,215,Tirolerhof,Hotel,150,Powder School,Ski,Fortgeschrittene
Zermatt (Matterhorn),Wallis,3899,Winter,Schweiz,Theodul Glacier,7.5,rot,168,Matterhorn Hotel,Hotel,100,Freestyle Factory,Snowboard,Fortgeschrittene
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Mont Blanc Resort,Hotel,170,Snowy Peaks Academy,Ski,Anfänger
Aspen Snowmass,Colorado,3813,Winter,USA,Long Shot,8.3,rot,156,Aspen Grove Hotel,Hotel,210,Mountain Shredders,Snowboard,Profis
Zermatt (Matterhorn),Wallis,3899,Winter,Schweiz,Theodul Glacier,7.5,rot,168,Matterhorn Hotel,Hotel,100,Ski Masters,Ski,Profis
Whakapapa,Ruapehu,2322,ganzjährig,Neuseeland,The Pinnacles,2.8,schwarz,73,Volcano View Lodge,Hotel,90,Snowboard University,Snowboard,Anfänger
Aspen Snowmass,Colorado,3813,Winter,USA,Long Shot,8.3,rot,156,Aspen Grove Hotel,Hotel,210,Peak Performance Ski School,Ski,Fortgeschrittene
Banff/Lake Louise,Alberta,2730,Winter,Kanada,Summit Run,6.2,rot,123,Lakeview Lodge,Hotel,120,Alpine Explorers,Ski,Anfänger
Cortina d'Ampezzo,Dolomiten,2930,Winter,Italien,Olympia,7.2,schwarz,194,Dolomiti Palace,Hotel,160,Skiers’ Dream,Ski,Fortgeschrittene
Whistler Blackcomb,British Columbia,2436,Winter,Kanada,Peak to Creek,11.0,rot,238,Pine Ridge Inn,Hotel,80,Winter Riders Academy,Snowboard,Fortgeschrittene
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Mont Blanc Resort,Hotel,170,Avalanche Ski School,Ski,Profis
Niseko United,Hokkaido,1200,Winter,Japan,Super Course,2.1,schwarz,36,Niseko Lodge,Hotel,110,Snowboard Basics,Snowboard,Anfänger
Park City,Utah,3049,Winter,USA,Jupiter Bowl,2.2,schwarz,50,Park City Palace,Hotel,180,Freeride School,Ski,Profis
Whakapapa,Ruapehu,2322,ganzjährig,Neuseeland,The Pinnacles,2.8,schwarz,73,Volcano View Lodge,Hotel,90,Chill & Shred,Snowboard,Anfänger
Zermatt (Matterhorn),Wallis,3899,Winter,Schweiz,Theodul Glacier,7.5,rot,168,Matterhorn Hotel,Hotel,100,The Ski Lab,Ski,Fortgeschrittene
Aspen Snowmass,Colorado,3813,Winter,USA,Long Shot,8.3,rot,156,Aspen Grove Hotel,Hotel,210,ShredMasters,Snowboard,Profis
Timberline Lodge,Oregon,2631,ganzjährig,USA,Palmer,4.0,rot,76,Timberline Hotel,Hotel,130,Mountainboarders Academy,Snowboard,Fortgeschrittene
St. Anton am Arlberg,Tirol,2811,Winter,Österreich,Valluga Run,10.2,schwarz,215,Tirolerhof,Hotel,150,The Snowboard Institute,Snowboard,Fortgeschrittene
Banff/Lake Louise,Alberta,2730,Winter,Kanada,Summit Run,6.2,rot,123,Lakeview Lodge,Hotel,120,Ski Evolution,Ski,Anfänger
Whistler Blackcomb,British Columbia,2436,Winter,Kanada,Peak to Creek,11.0,rot,238,Pine Ridge Inn,Hotel,80,Ice Riders,Ski,Fortgeschrittene
Park City,Utah,3049,Winter,USA,Jupiter Bowl,2.2,schwarz,50,Park City Palace,Hotel,180,Big Air Snowboard,Snowboard,Profis
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Mont Blanc Resort,Hotel,170,Snowy Summit Ski School,Ski,Fortgeschrittene
Cortina d'Ampezzo,Dolomiten,2930,Winter,Italien,Olympia,7.2,schwarz,194,Dolomiti Palace,Hotel,160,Vertical Riders,Snowboard,Anfänger
Aspen Snowmass,Colorado,3813,Winter,USA,Long Shot,8.3,rot,156,Aspen Grove Hotel,Hotel,210,Mountain Mavericks,Ski,Profis
Whakapapa,Ruapehu,2322,ganzjährig,Neuseeland,The Pinnacles,2.8,schwarz,73,Volcano View Lodge,Hotel,90,Snowboard Basecamp,Snowboard,Anfänger
Zermatt (Matterhorn),Wallis,3899,Winter,Schweiz,Theodul Glacier,7.5,rot,168,Matterhorn Hotel,Hotel,100,Snow Academy,Ski,Fortgeschrittene
Timberline Lodge,Oregon,2631,ganzjährig,USA,Palmer,4.0,rot,76,Timberline Hotel,Hotel,130,Boarding Legends,Snowboard,Profis
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Mont Blanc Resort,Hotel,170,Powder Ridge Ski School,Ski,Profis
Niseko United,Hokkaido,1200,Winter,Japan,Super Course,2.1,schwarz,36,Niseko Lodge,Hotel,110,Alpine Snow School,Ski,Anfänger
St. Anton am Arlberg,Tirol,2811,Winter,Österreich,Valluga Run,10.2,schwarz,215,Tirolerhof,Hotel,150,Riders’ Retreat,Snowboard,Anfänger
Banff/Lake Louise,Alberta,2730,Winter,Kanada,Summit Run,6.2,rot,123,Lakeview Lodge,Hotel,120,Ultimate Ski Experience,Ski,Fortgeschrittene
Zermatt (Matterhorn),Wallis,3899,Winter,Schweiz,Theodul Glacier,7.5,rot,168,Matterhorn Hotel,Hotel,100,Freestyle Freaks,Snowboard,Profis
Aspen Snowmass,Colorado,3813,Winter,USA,Long Shot,8.3,rot,156,Aspen Grove Hotel,Hotel,210,Glacier Shredders,Snowboard,Fortgeschrittene
Park City,Utah,3049,Winter,USA,Jupiter Bowl,2.2,schwarz,50,Park City Palace,Hotel,180,Snow Glide Academy,Ski,Anfänger
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Mont Blanc Resort,Hotel,170,Mountain Side Ski School,Ski,Profis
Cortina d'Ampezzo,Dolomiten,2930,Winter,Italien,Olympia,7.2,schwarz,194,Dolomiti Palace,Hotel,160,Shredzone,Snowboard,Fortgeschrittene
St. Anton am Arlberg,Tirol,2811,Winter,Österreich,Valluga Run,10.2,schwarz,215,Tirolerhof,Hotel,150,Summit Ski and Snowboard,Ski,Fortgeschrittene
Whistler Blackcomb,British Columbia,2436,Winter,Kanada,Peak to Creek,11.0,rot,238,Pine Ridge Inn,Hotel,80,Powder & Peak Ski School,Ski,Anfänger
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Mont Blanc Resort,Hotel,170,Alpine Ride Academy,Snowboard,Profis
Whakapapa,Ruapehu,2322,ganzjährig,Neuseeland,The Pinnacles,2.8,schwarz,73,Volcano View Lodge,Hotel,90,Board Walkers,Snowboard,Anfänger
Banff/Lake Louise,Alberta,2730,Winter,Kanada,Summit Run,6.2,rot,123,Lakeview Lodge,Hotel,120,Mountain Magic Ski School,Ski,Fortgeschrittene
Park City,Utah,3049,Winter,USA,Jupiter Bowl,2.2,schwarz,50,Park City Palace,Hotel,180,Snowboarding Pros,Snowboard,Anfänger
Aspen Snowmass,Colorado,3813,Winter,USA,Long Shot,8.3,rot,156,Aspen Grove Hotel,Hotel,210,Snowboard Xtreme,Snowboard,Fortgeschrittene
Zermatt (Matterhorn),Wallis,3899,Winter,Schweiz,Theodul Glacier,7.5,rot,168,Matterhorn Hotel,Hotel,100,Altitude Ski Academy,Ski,Anfänger
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Mont Blanc Resort,Hotel,170,Mountain Ski and Board,Ski,Fortgeschrittene
Niseko United,Hokkaido,1200,Winter,Japan,Super Course,2.1,schwarz,36,Niseko Lodge,Hotel,110,Alpine Glide Academy,Snowboard,Fortgeschrittene
Timberline Lodge,Oregon,2631,ganzjährig,USA,Palmer,4.0,rot,76,Timberline Hotel,Hotel,130,Boarding Skills Academy,Snowboard,Anfänger
St. Anton am Arlberg,Tirol,2811,Winter,Österreich,Valluga Run,10.2,schwarz,215,Tirolerhof,Hotel,150,Peak Performance Snowboard,Snowboard,Profis
Banff/Lake Louise,Alberta,2730,Winter,Kanada,Summit Run,6.2,rot,123,Lakeview Lodge,Hotel,120,Ski Peak Academy,Ski,Anfänger
Cortina d'Ampezzo,Dolomiten,2930,Winter,Italien,Olympia,7.2,schwarz,194,Dolomiti Palace,Hotel,160,Alpine Snow Riders,Ski,Anfänger
Whakapapa,Ruapehu,2322,ganzjährig,Neuseeland,The Pinnacles,2.8,schwarz,73,Volcano View Lodge,Hotel,90,Riders Edge Snowboard School,Snowboard,Fortgeschrittene
Aspen Snowmass,Colorado,3813,Winter,USA,Long Shot,8.3,rot,156,Aspen Grove Hotel,Hotel,210,Peak Shred Academy,Snowboard,Anfänger
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Mont Blanc Resort,Hotel,170,Mountain Stars Ski School,Ski,Profis
Zermatt (Matterhorn),Wallis,3899,Winter,Schweiz,Theodul Glacier,7.5,rot,168,Matterhorn Hotel,Hotel,100,Snowboard Pros Academy,Snowboard,Anfänger
Timberline Lodge,Oregon,2631,ganzjährig,USA,Palmer,4.0,rot,76,Timberline Hotel,Hotel,130,Ski Bound Academy,Ski,Anfänger
Whakapapa,Ruapehu,2322,ganzjährig,Neuseeland,The Pinnacles,2.8,schwarz,73,Volcano View Lodge,Hotel,90,Winter Warriors Snowboard,Snowboard,Fortgeschrittene
Banff/Lake Louise,Alberta,2730,Winter,Kanada,Summit Run,6.2,rot,123,Lakeview Lodge,Hotel,120,Ski Vision Academy,Ski,Profis
St. Anton am Arlberg,Tirol,2811,Winter,Österreich,Valluga Run,10.2,schwarz,215,Tirolerhof,Hotel,150,Rider’s Edge Ski School,Ski,Fortgeschrittene
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Mont Blanc Resort,Hotel,170,Snowboard Summit,Snowboard,Profis
Whistler Blackcomb,British Columbia,2436,Winter,Kanada,Peak to Creek,11.0,rot,238,Pine Ridge Inn,Hotel,80,Summit Riders Ski School,Ski,Fortgeschrittene
Banff/Lake Louise,Alberta,2730,Winter,Kanada,Summit Run,6.2,rot,123,Lakeview Lodge,Hotel,120,Alpine Action,Ski,Anfänger
Park City,Utah,3049,Winter,USA,Jupiter Bowl,2.2,schwarz,50,Park City Palace,Hotel,180,Snowboarders Paradise,Snowboard,Profis
Hintertuxer Gletscher,Tirol,3250,ganzjährig,Österreich,Gefrorene Wand,5.8,schwarz,134,Tirolerhof,Hotel,150,Powder School,Ski,Fortgeschrittene
Verbier,Wallis,3330,Winter,Schweiz,Mont Fort,5.1,schwarz,129,Matterhorn Hotel,Hotel,100,Freestyle Factory,Snowboard,Fortgeschrittene
Verbier,Wallis,3330,Winter,Schweiz,Mont Fort,5.1,schwarz,129,Matterhorn Hotel,Hotel,100,Ski Masters,Ski,Profis
Verbier,Wallis,3330,Winter,Schweiz,Mont Fort,5.1,schwarz,129,Matterhorn Hotel,Hotel,100,The Ski Lab,Ski,Fortgeschrittene
Hintertuxer Gletscher,Tirol,3250,ganzjährig,Österreich,Gefrorene Wand,5.8,schwarz,134,Tirolerhof,Hotel,150,The Snowboard Institute,Snowboard,Fortgeschrittene
Verbier,Wallis,3330,Winter,Schweiz,Mont Fort,5.1,schwarz,129,Matterhorn Hotel,Hotel,100,Snow Academy,Ski,Fortgeschrittene
Hintertuxer Gletscher,Tirol,3250,ganzjährig,Österreich,Gefrorene Wand,5.8,schwarz,134,Tirolerhof,Hotel,150,Riders’ Retreat,Snowboard,Anfänger
Verbier,Wallis,3330,Winter,Schweiz,Mont Fort,5.1,schwarz,129,Matterhorn Hotel,Hotel,100,Freestyle Freaks,Snowboard,Profis
Hintertuxer Gletscher,Tirol,3250,ganzjährig,Österreich,Gefrorene Wand,5.8,schwarz,134,Tirolerhof,Hotel,150,Summit Ski and Snowboard,Ski,Fortgeschrittene
Verbier,Wallis,3330,Winter,Schweiz,Mont Fort,5.1,schwarz,129,Matterhorn Hotel,Hotel,100,Altitude Ski Academy,Ski,Anfänger
Hintertuxer Gletscher,Tirol,3250,ganzjährig,Österreich,Gefrorene Wand,5.8,schwarz,134,Tirolerhof,Hotel,150,Peak Performance Snowboard,Snowboard,Profis
Verbier,Wallis,3330,Winter,Schweiz,Mont Fort,5.1,schwarz,129,Matterhorn Hotel,Hotel,100,Snowboard Pros Academy,Snowboard,Anfänger
Hintertuxer Gletscher,Tirol,3250,ganzjährig,Österreich,Gefrorene Wand,5.8,schwarz,134,Tirolerhof,Hotel,150,Rider’s Edge Ski School,Ski,Fortgeschrittene
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Matterhorn Glacier,7.8,rot,190,Matterhorn Hotel,Hotel,100,Freestyle Factory,Snowboard,Fortgeschrittene
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Matterhorn Glacier,7.8,rot,190,Matterhorn Hotel,Hotel,100,Ski Masters,Ski,Profis
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Matterhorn Glacier,7.8,rot,190,Matterhorn Hotel,Hotel,100,The Ski Lab,Ski,Fortgeschrittene
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Matterhorn Glacier,7.8,rot,190,Matterhorn Hotel,Hotel,100,Snow Academy,Ski,Fortgeschrittene
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Matterhorn Glacier,7.8,rot,190,Matterhorn Hotel,Hotel,100,Freestyle Freaks,Snowboard,Profis
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Matterhorn Glacier,7.8,rot,190,Matterhorn Hotel,Hotel,100,Altitude Ski Academy,Ski,Anfänger
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Matterhorn Glacier,7.8,rot,190,Matterhorn Hotel,Hotel,100,Snowboard Pros Academy,Snowboard,Anfänger
